1573810387.600000000,-2392834.205413,5385324.414295,2431829.086573
1573810387.800000000,-2392834.261660,5385324.540883,2431829.144121
1573810388.0,-2392834.302907,5385324.633715,2431829.186323
1573810388.200000000,-2392834.374152,5385324.794060,2431829.259218
1573810388.400000000,-2392834.445397,5385324.954405,2431829.332112
1573810388.600000000,-2392834.512893,5385325.106310,2431829.401170
1573810388.800000000,-2392834.557890,5385325.207581,2431829.447208
1573810389.0,-2392834.602887,5385325.308851,2431829.493247
1573810389.200000000,-2392834.644134,5385325.401683,2431829.535449
1573810389.400000000,-2392834.645382,5385325.404490,2431829.736575
1573810389.600000000,-2392834.660381,5385325.438247,2431829.751921
1573810389.800000000,-2392834.671630,5385325.463565,2431829.763431
1573810390.0,-2392834.690379,5385325.505761,2431829.782614
1573810390.200000000,-2392834.854562,5385325.453021,2431829.790287
1573810390.400000000,-2392834.862062,5385325.469899,2431829.797960
1573810390.600000000,-2392834.989994,5385325.335570,2431829.968404
1573810390.800000000,-2392834.952496,5385325.251178,2431829.930038
1573810391.0,-2392835.086588,5385325.130966,2431829.907019
1573810391.200000000,-2392835.220773,5385325.010712,2431829.884000
1573810391.400000000,-2392835.169522,5385324.895367,2431830.031425
1573810391.600000000,-2392835.292459,5385324.749795,2431829.996896
1573810391.800000000,-2392835.266210,5385324.690721,2431829.970040
1573810392.0,-2392835.374054,5385324.511434,2431829.920165
1573810392.200000000,-2392835.314058,5385324.376407,2431829.858780
1573810392.400000000,-2392835.254062,5385324.241379,2431829.797395
1573810392.600000000,-2392835.190316,5385324.097913,2431829.732174
1573810392.800000000,-2392835.152818,5385324.013521,2431829.693809
1573810393.0,-2392835.137819,5385323.979764,2431829.678463
1573810393.200000000,-2392835.179067,5385324.072595,2431829.720665
1573810393.400000000,-2392835.242812,5385324.216062,2431829.785886
1573810393.600000000,-2392835.317807,5385324.384846,2431829.862617
1573810393.800000000,-2392835.374054,5385324.511434,2431829.920165
1573810394.0,-2392835.426550,5385324.629583,2431829.973877
1573810394.200000000,-2392835.456548,5385324.697097,2431830.004569
1573810394.400000000,-2392835.333706,5385324.842626,2431830.039098
1573810394.600000000,-2392835.348705,5385324.876383,2431830.054444
1573810394.800000000,-2392835.371204,5385324.927019,2431830.077463
1573810395.0,-2392835.393702,5385324.977654,2431830.100483
1573810395.200000000,-2392835.412451,5385325.019850,2431830.119665
1573810395.400000000,-2392835.419950,5385325.036728,2431830.127338
1573810395.600000000,-2392835.427450,5385325.053607,2431830.135011
1573810395.800000000,-2392835.412451,5385325.019850,2431830.119665
1573810396.0,-2392835.397452,5385324.986093,2431830.104319
1573810396.200000000,-2392835.374953,5385324.935458,2431830.081300
1573810396.400000000,-2392835.352455,5385324.884822,2431830.058281
1573810396.600000000,-2392835.479047,5385324.747732,2431830.027588
1573810396.800000000,-2392835.441549,5385324.663340,2431829.989223
1573810397.0,-2392835.400302,5385324.570508,2431829.947021
1573810397.200000000,-2392835.359055,5385324.477677,2431829.904819
1573810397.400000000,-2392835.314058,5385324.376407,2431829.858780
1573810397.600000000,-2392835.269061,5385324.275136,2431829.812742
1573810397.800000000,-2392835.220314,5385324.165426,2431829.762867
1573810398.0,-2392835.190316,5385324.097913,2431829.732174
