1573810387.600000000,-0.000000,0.000000,0.000000
1573810387.800000000,-0.000000,-0.000000,0.150000
1573810388.0,-0.000000,-0.000000,0.260000
1573810388.200000000,-0.000000,-0.000000,0.450000
1573810388.400000000,-0.000000,-0.000000,0.640000
1573810388.600000000,-0.000000,0.000000,0.820000
1573810388.800000000,-0.000000,-0.000000,0.940000
1573810389.0,-0.000000,-0.000000,1.060000
1573810389.200000000,-0.000000,-0.000000,1.170000
1573810389.400000000,-0.000000,0.184557,1.250000
1573810389.600000000,-0.000000,0.184557,1.290000
1573810389.800000000,-0.000000,0.184557,1.320000
1573810390.0,-0.000000,0.184557,1.370000
1573810390.200000000,0.171455,0.184557,1.390000
1573810390.400000000,0.171455,0.184557,1.410000
1573810390.600000000,0.342909,0.369125,1.410000
1573810390.800000000,0.342909,0.369125,1.310000
1573810391.0,0.514261,0.369125,1.250000
1573810391.200000000,0.685715,0.369125,1.190000
1573810391.400000000,0.685715,0.553692,1.130000
1573810391.600000000,0.857170,0.553692,1.040000
1573810391.800000000,0.857170,0.553692,0.970000
1573810392.0,1.028522,0.553692,0.840000
1573810392.200000000,1.028521,0.553692,0.680000
1573810392.400000000,1.028521,0.553692,0.520000
1573810392.600000000,1.028521,0.553692,0.350000
1573810392.800000000,1.028521,0.553692,0.250000
1573810393.0,1.028521,0.553692,0.210000
1573810393.200000000,1.028521,0.553692,0.320000
1573810393.400000000,1.028521,0.553692,0.490000
1573810393.600000000,1.028522,0.553692,0.690000
1573810393.800000000,1.028522,0.553692,0.840000
1573810394.0,1.028522,0.553692,0.980000
1573810394.200000000,1.028522,0.553692,1.060000
1573810394.400000000,0.857170,0.553692,1.150000
1573810394.600000000,0.857170,0.553692,1.190000
1573810394.800000000,0.857170,0.553692,1.250000
1573810395.0,0.857170,0.553692,1.310000
1573810395.200000000,0.857170,0.553692,1.360000
1573810395.400000000,0.857170,0.553692,1.380000
1573810395.600000000,0.857170,0.553692,1.400000
1573810395.800000000,0.857170,0.553692,1.360000
1573810396.0,0.857170,0.553692,1.320000
1573810396.200000000,0.857170,0.553692,1.260000
1573810396.400000000,0.857170,0.553692,1.200000
1573810396.600000000,1.028522,0.553692,1.120000
1573810396.800000000,1.028522,0.553692,1.020000
1573810397.0,1.028522,0.553692,0.910000
1573810397.200000000,1.028522,0.553692,0.800000
1573810397.400000000,1.028521,0.553692,0.680000
1573810397.600000000,1.028521,0.553692,0.560000
1573810397.800000000,1.028521,0.553692,0.430000
1573810398.0,1.028521,0.553692,0.350000
1573810398.200000000,1.028521,0.553692,0.200000
1573810398.400000000,1.028521,0.553692,0.180000
1573810398.600000000,1.028521,0.553692,0.200000
1573810398.800000000,1.028521,0.553692,0.290000
1573810399.0,1.028521,0.553692,0.450000
1573810399.200000000,1.028521,0.553692,0.560000
1573810399.400000000,1.028522,0.553692,0.720000
1573810399.600000000,1.028522,0.553692,0.890000
1573810399.800000000,1.028522,0.553692,0.990000
1573810400.0,0.857170,0.553692,1.080000
1573810400.200000000,0.857170,0.553692,1.130000
1573810400.400000000,0.857170,0.553692,1.200000
1573810400.600000000,0.857170,0.553692,1.230000
1573810400.800000000,0.857170,0.553692,1.180000
1573810401.0,0.857170,0.553692,1.140000
1573810401.200000000,0.857170,0.553692,1.100000
1573810401.400000000,0.857170,0.553692,1.030000
1573810401.600000000,0.857170,0.553692,0.980000
1573810401.800000000,1.028522,0.553692,0.860000
1573810402.0,1.028522,0.553692,0.740000
1573810402.200000000,1.028521,0.553692,0.580000
1573810402.400000000,1.028521,0.553692,0.400000
1573810402.600000000,1.028521,0.553692,0.310000
1573810402.800000000,1.028521,0.553692,0.190000
1573810403.0,1.028521,0.553692,0.140000
1573810403.200000000,1.028521,0.553692,0.130000
1573810403.400000000,1.028521,0.553692,0.160000
1573810403.600000000,1.028521,0.553692,0.280000
1573810403.800000000,1.028521,0.553692,0.460000
1573810404.0,1.028521,0.553692,0.620000
1573810404.200000000,0.857170,0.553692,0.760000
1573810404.400000000,0.857170,0.553692,0.800000
1573810404.600000000,0.685715,0.369125,0.800000
1573810404.800000000,0.685715,0.369125,0.800000
1573810405.0,0.514261,0.369125,0.820000
1573810405.200000000,0.514261,0.369125,0.790000
1573810405.400000000,0.342909,0.369125,0.730000
1573810405.600000000,0.171455,0.184557,0.670000
1573810405.800000000,-0.000000,0.184557,0.620000
1573810406.0,-0.000000,0.184557,0.530000
1573810406.200000000,-0.000000,-0.000000,0.450000
1573810406.400000000,-0.000000,-0.000000,0.270000
1573810406.600000000,-0.000000,-0.000000,0.090000
1573810406.800000000,0.171455,0.000000,0.070000
1573810407.0,0.171455,0.000000,-0.020000
1573810407.200000000,0.171455,0.000000,-0.050000
1573810407.400000000,0.171455,0.000000,-0.110000
1573810407.600000000,0.171455,0.000000,-0.130000
1573810407.800000000,0.171455,0.000000,-0.150000
1573810408.0,0.171455,0.000000,-0.150000
1573810408.200000000,0.171455,0.000000,-0.170000
1573810408.400000000,0.171455,0.000000,-0.180000
1573810408.600000000,0.171455,0.000000,-0.140000
1573810408.800000000,0.171455,0.000000,-0.160000
1573810409.0,0.171455,0.000000,-0.160000
1573810409.200000000,0.171455,0.000000,-0.140000
1573810409.400000000,0.171455,0.000000,-0.150000
1573810409.600000000,0.171455,0.000000,-0.140000
1573810409.800000000,0.171455,0.000000,-0.140000
1573810410.0,0.171455,0.000000,-0.080000
1573810410.200000000,0.171455,0.000000,0.010000
1573810410.400000000,0.171455,0.184557,0.170000
1573810410.600000000,0.171455,0.184557,0.330000
1573810410.800000000,0.171455,0.184557,0.550000
1573810411.0,0.171455,0.184557,0.670000
1573810411.200000000,0.171455,0.369125,0.830000
1573810411.400000000,0.342909,0.369125,0.910000
1573810411.600000000,0.342909,0.553692,0.900000
1573810411.800000000,0.342909,0.553692,0.940000
1573810412.0,0.514261,0.738249,0.990000
1573810412.200000000,0.514261,0.738249,1.010000
1573810412.400000000,0.514261,0.922817,1.040000
1573810412.600000000,0.514261,1.107385,1.050000
1573810412.800000000,0.514261,1.107385,1.120000
1573810413.0,0.685715,1.107385,1.140000
1573810413.200000000,0.685715,1.291941,1.140000
1573810413.400000000,0.685715,1.291941,1.150000
1573810413.600000000,0.685715,1.476509,1.150000
1573810413.800000000,0.685715,1.661077,1.150000
1573810414.0,0.685715,1.661077,1.200000
1573810414.200000000,0.685715,1.845634,1.200000
1573810414.400000000,0.685715,1.845634,1.200000
1573810414.600000000,0.685715,2.030202,1.220000
1573810414.800000000,0.685715,2.030202,1.270000
1573810415.0,0.685715,2.214769,1.240000
1573810415.200000000,0.685715,2.214769,1.180000
1573810415.400000000,0.685715,2.399326,1.150000
1573810415.600000000,0.685715,2.583894,1.119999
1573810415.800000000,0.685715,2.583894,1.119999
1573810416.0,0.685715,2.768462,1.129999
1573810416.200000000,0.685715,2.768462,1.189999
1573810416.400000000,0.685715,2.953018,1.159999
1573810416.600000000,0.514261,3.137586,1.119999
1573810416.800000000,0.514261,3.137586,1.129999
1573810417.0,0.514261,3.322154,1.149999
1573810417.200000000,0.514261,3.506711,1.139999
1573810417.400000000,0.514261,3.506711,1.139999
1573810417.600000000,0.514261,3.691278,1.149999
1573810417.800000000,0.514261,3.875846,1.149999
1573810418.0,0.342909,3.875846,1.129999
